Feed Name,Feed ID,Feed Type,Active Status,Feed Description,Feed Scope Description,Assessment Status,Server Name,Schema Name,Table Name,Reporting Usages,Feed Source EONID,Feed Source Name,Feed Folder,Feed Arrival SLA,System EONID,Authorized Re-Distributer,Data Concept,Boundary,Authority Aligned,Entity Scope,Product Mapping,Feed Priority,Control Owner,Feed Instance,Sourcing Method,Feed Arrival ETA,Business Owner,Tech Owner,Primary IT Contact
RFM45-AquaNetCapital_5711,5045,Feed,Active,"​Feed is used to calculate market risk spot , credit risk spot & non allowable capital charges .
Market Risk Spot and is used to generate Market Risk Curve and similarly Credit Risk Spot used to generate Credit Risk Curve.Finally all the curve along with theNon Allowable Capital Charges used to calculate MCL for MSSB entity.


","Entity: MSSB in FIRMProduct Scope:RFM


",Assessed,nyqd_lmfr_ate,,,RFM,7705,AQUA,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/aqua/,12.00 PM – 6PM,63070.0,"​Aqua is a passthrough (via GL, Market Risk, and Credit Risk)​
","​General Ledger Exposure​

","​RFM MCL Only
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM46-AquaNetCapital_0201,5046,Feed,Active,"​Feed is used to calculate market risk spot , credit risk spot & non allowable capital charges .
Market Risk Spot and is used to generate Market Risk Curve and similarly Credit Risk Spot used to generate Credit Risk Curve.Finally all the curve along with theNon Allowable Capital Charges used to calculate MCL for MSSB entity.


","Entity: MSCO in FIRMProduct Scope: RFM

",Assessed,nyqd_lmfr_ate,,,RFM,7705,AQUA,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/aqua/,12.00 PM – 6PM,63070.0,"​Aqua is a passthrough (via GL, Market Risk, and Credit Risk)​
","​General Ledger Exposure​

","​RFM MCL Only
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM48-ds_0404_ref_counterparty,5048,Manual,Active,"​Manual data handoff from Firm Risk team (Datong Guo, Roger Liang & Elizabeth Eckstein) of Internal Credit Rating information.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.

","Entity: Firm
Product Scope:Credit Rating

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/ds_0404_ref_counterparty/,6PM - 9PM,63070.0,"​N/A
","​N/A
","​N/A
",,None,Reference Data,Low,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM59-winddown_profile_upload_0302,5059,Manual,Active,"​While majority of curves used for leverage calculation are automated, several are still manual and require an annual upload.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.

","Entity Scope:MSIP
Product Scope:Leverage calculation as part of MCL calc


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/mcr/msehse/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,All Products,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM60-winddown_profile_upload_9177,5060,Manual,Active,"​While majority of curves used for leverage calculation are automated, several are still manual and require an annual upload.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.


","Entity Scope:MSEHSE
Product Scope:Leverage calculation as part of MCL calc


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/mcr/msehse/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,All Products,Critical,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM61-fdw_balance_sheet,5061,Manual,Active,"​The module takes a spot balance sheet for the jump off date for RLEN calculation. It also takes all the balance sheets available in the quarter for RCEN calculation. All the spot balance sheets are sourced from FDW. FDW balanced sheet data used to calculate daily projection..

","Entity:US Banks only
Product Scope:RFM

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/usbank/fdwbalancesheet/,4.05 PM – 6PM,63070.0,"​N/A
","​N/A
","​N/A
",,MSBNA/MSPBNA,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM62-balance_sheet_curve,5062,Manual,Active,"​THis is a monthly curve, which shows the percentage change of each line item relative to the previous month amount. This curve will be applied on the Spot Balance Sheets to generate the monthly forecasted balance sheets.

Manual confirmed with LFC and Sarah (US Banks). As calculation are done manually in excel and uploaded manually as well.


","Entity: US Banks only.Product Scope:RFM 

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/usbank/balancesheetcurve/,4.05 PM – 6PM,63070.0,"​N/A
","​N/A
","​N/A
",,MSBNA/MSPBNA,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM63-income_statement_curve,5063,Manual,Active,"​This is the curve for forecasting income statement and issimilar to the Balance Sheet Curve.

Manual confirmed with LFC and Sarah (US Banks). As calculation are done manually in excel and uploaded manually as well


","Entity: US Banks Only.Product Scope:RFM 

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/usbank/incomestatementcurve/,4.05 PM – 6PM,63070.0,"​N/A
","​N/A
","​N/A
",,MSBNA/MSPBNA,Payables & Receivables,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM64-month_off_balance_sheet,5064,Manual,Active,"​This ismonthly forecasted off balance sheet grouped at entity code level.

Manual confirmed with LFC and Sarah (US Banks). As calculation are done manually in excel and uploaded manually as well.

","Entity: US Banks Only.Product Scope:RFM

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/usbank/monthoffbalancesheet/,4.05 PM – 6PM,63070.0,"​N/A
","​N/A​
","​N/A
",,MSBNA/MSPBNA,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM65-quarter_off_balance_sheet,5065,Manual,Active,"​This is quarterly forecasted  balance sheet grouped by entity code.
Manual confirmed with LFC and Sarah (US Banks). As calculation are done manually in excel and uploaded manually as well


","Entity: US Banks Only.Product Scope:RFM 


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/usbank/quarteroffbalancesheet/,4.05 PM – 6PM,63070.0,"​N/A
","​N/A
","​N/A
",,MSBNA/MSPBNA,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM66-us_bank_income_statement_forecast,5066,Manual,Active,"​It’s the us bank income statement for each line item for each month used to project/forecast  incomes statement   
","Entity: MSBNA & MSPBNA
Product Scope:US Bank Model in RFM..


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/usbank/incomestatementforecast/,12.00 PM – 6PM,63070.0,"​N/A
","​N/A
","​N/A
",,MSBNA/MSPBNA,Payables & Receivables,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM67-rwa_density_0201,5067,Manual,Active,"​Annual upload requiring output from FRM feeder model. Used to calculate RWA as part of MCL model in RFM forecast.

Using the most appropriate source data for this feed andYes - automation of RWA Density is planned for 2022. Will require input of RWA which is output of FRM feeder model.


","Entity Scope:MSCO
Product Scope:RWA calc as part of MCL calc

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/rwa_density/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM68-rwa_density_0302,5068,Manual,Active,"​Annual upload requiring output from FRM feeder model. Used to calculate RWA as part of MCL model in RFM forecast.

Using the most appropriate source data for this feed and Yes - automation of RWA Density is planned for 2022. Will require input of RWA which is output of FRM feeder model

","Entity Scope:MSIP
Product Scope:RWA calc as part of MCL calc

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/rwa_density/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM69-rwa_density_9177,5069,Manual,Active,"​Annual upload requiring output from FRM feeder model. Used to calculate RWA as part of MCL model in RFM forecast.

Using the most appropriate source data for this feed and Yes - automation of RWA Density is planned for 2022. Will require input of RWA which is output of FRM feeder model

","Entity Scope:MSEHSE
Product Scope:RWA calc as part of MCL calc

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/rwa_density/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM70-RFM_MOE_ME,5070,Feed,Active,"​This is monthlygaap balance sheet for MOE entity .It is used in Other BS
model to generate winddown curve for all Material operating entity.

","Entity: FIRM Only
Product Scope: RFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,1:30 AM – 12:30 AM,63070.0,"​Yes
","​MS Financially Consolidated Legal Entity

","​Firm Only

",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM71-RFM_MOE_DAILY,5071,Feed,Active,"​This is Dailygaap balance sheet for MSE entity .It is used in Other BS
model to generate winddown curve for all Material operating entity.

","Entity: FIRM Only
Product Scope: RFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,1:30 AM – 12:30 AM,63070.0,"​Yes
","​MS Financially Consolidated Legal Entity
","​Firm Only
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM72-fdw_gl_subledger,5072,Feed,Active,"​This is the GL data used to calculate the initial margin & guaranteed funds for Other Balance Sheet . 
","Entity: Only FIRM .
Product Scope:RFM.

",Assessed,nyqd_lmfr_ate,,,RFM,47889,CWB,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,4.05 PM – 6PM,63070.0,"​CWB via FDW​
","​General Ledger Account Balance
","​RFM Other balance Sheet, FIRM Only
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM73-CapitalRiskChargeByProduct,5073,Feed,Active,"​This feeds contains potential risk exposure spot data segregated at product type. This is used in generating risk winddown based on product type .
","Entity: MSMS entity in FIRM
Product Scope:RFM.

",Assessed,nyqd_lmfr_ate,,,RFM,38470,Race,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/race/,12.00 PM – 6PM,63070.0,"​N/A

","​Counterparty Exposure​

","​RFM MCL Only. 
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM74-CapitalRiskChargeByNettingSet,5074,Feed,Active,"​This feeds contains potential risk exposure spot data segregated at netting group id & party id. This is used in generating risk winddown based on netting id.
","Entity: MSMS entity in FIRM
Product Scope:RFM.

",Assessed,nyqd_lmfr_ate,,,RFM,38470,Race,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/race/,12.00 PM – 6PM,63070.0,"​N/A
","​Counterparty Exposure​

","​RFM MCL Only. 
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM75-LargeExposureDetail,5075,Manual,Active,"​This feed contains the spot exposure at default (EAD)values for the top 20 counterparties. This is used for calculating the Large Exposure winddown for MSEHSE entity in Minimum Capital Liquidity (MCL).
","Entity: MSEHSE
Product Scope: RFM

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/race/,,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM76-CapitalRiskChargeByProductManual,5076,Manual,Active,"​DAta needed for Credit Risk calculation component of MSMS capital requirements is not currently automated. This feed allows for calculation of additional Credit Risk items included in the minimum capital requirement throughout the projection horizon that are not available in RACE.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.


","Entity Scope:MSMS
Product Scope:Non Derivatives Credit Risk products


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/race/racemanual/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,All Products,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Nyanoba Biradar / Sayantan Datta / Sundesh Lohana
RFM77-RFM_MSE_ME,5077,Feed,Active,"​This is monthlygaap balance sheet for MSE entity .It is used in MSE model to generate winddown curve for all Material service entity per line item.
","Entity: FIRM Only.Product Scope:RFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,4.05 PM – 6PM,63070.0,"N/A


","​MS Financially Consolidated Legal Entity

","​Only Firm and MSE entity 
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM78-RFM_MSE_DAILY,5078,Feed,Active,"​This is dailygaap balance sheet for MSE entity .It is used in MSE model to generate winddown curve for all Material service entity per line item.
","Entity: FIRM Only.Product Scope:RFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,4.05 PM – 6PM,63070.0,"​N/A
","​MS Financially Consolidated Legal Entity.​

","​Only Firm and MSE entity 
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM79-msim_income_statement_forecast,5079,Manual,Active,"​MSIM Income Statement forecast by month and line item. This is used for Resolution Planning and monthly RLEN RCEN projections. This forecast is based on the Annual CCAR Severely Adverse scenario and is updated to include additional outflows for the Global Liquidity business, which affect revenue related line items, and includes additional expenses for retention and legal/consulting fees. The forecast for MSIM Inc/MSIM Ltd is based on actual prior year proportions.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.

","Entity Scope: MSIM Inc and MSIM Ltd
Product Scope:TAM Businesses
Accounts:10K P&L line items

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/msim/incomestatementforecast,9 AM – 11 AM EST,63070.0,"​N/A​
","​N/A
","​N/A
",,None,Payables & Receivables,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta 
RFM81-FDW_IFRS_MOE_DAILY,5081,Feed,Active,"​This is Daily IFRS balance sheet for MOE entity. It is used in MSIM model to calculate thePaybles and receivables, Balance sheet projection and fee share for MSIM Ltd and MSIM Inc
","Entity: Only FirmProduct Scope:Other BS inRFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,12.00 PM – 6PM,63070.0,"​Yes
","​MS Financially Consolidated Legal Entity
","​RFM
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM82-FDW_IFRS_MOE_ME,5082,Feed,Active,"​This is monthly IFRS balance sheet for MOE entity. It is used in MSIM model to calculate thePaybles and receivables, Balance sheet projection and fee share for MSIM Ltd and MSIM Inc
","Entity: Firm Only
Product Scope:Other BS in RFM..

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,,12.00 PM – 6PM,63070.0,"​Yes
","​MS Financially Consolidated Legal Entity

","​RFM
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM83-FDW_IFRS_MSE_DAILY,5083,Feed,Active,"​This is daily IFRS balance sheet for MSE entity. It is used in MSIM model tocaclulate thePaybles and receivables, Balance sheet projection and fee share for MSIM Ltd and MSIM Inc.
","Entity: Firm OnlyProduct Scope:MSIM inRFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,12.00 PM – 6PM,63070.0,"​Yes
","​MS Financially Consolidated Legal Entity
","​RFM
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM84-FDW_IFRS_MSE_ME,5084,Feed,Active,"​This is monthly IFRS balance sheet for MSE entity. It is used in MSIM model tocaclulate thePaybles and receivables, Balance sheet projection and fee share for MSIM Ltd and MSIM Inc.
","Entity: ALLProduct Scope:MSIM inRFM

",Assessed,nyqd_lmfr_ate,,,RFM,52130,Finance Data Warehouse,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/fdw/,12.00 PM – 6PM,63070.0,"​Yes
","​MS Financially Consolidated Legal Entity
","​RFM
",Yes,None,All Products,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM85-risk_controller_spot_0201,5085,Manual,Active,"​Annual upload requiring output from FRM feeder model. Used for exception handling purposes to calculate RWA as part of MCL model in RFM forecast.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.


","Entity Scope:MSCO
Product Scope:RWA calc as part of MCL calc

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/risk_controller/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM86-risk_controller_spot_0302,5086,Manual,Active,"​Annual upload requiring output from FRM feeder model. Used for exception handling purposes to calculate RWA as part of MCL model in RFM forecast.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.

","Entity Scope:MSIP
Product Scope:RWA calc as part of MCL calc

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/risk_controller/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datt
RFM87-risk_controller_spot_9177,5087,Manual,Active,"​Annual upload requiring output from FRM feeder model. Used for exception handling purposes to calculate RWA as part of MCL model in RFM forecast.

Using the most appropriate source data for this feed and have no plan/timeline to update this feed so far.


","Entity Scope:MSEHSE
Product Scope:RWA calc as part of MCL calc

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/risk_controller/,9 AM – 11 AM EST,63070.0,"​N/A
","​N/A
","​N/A
",,None,TBD,High,None,,Pull,,Rachel Zheng,Ganesan Thangamuthu,Sundesh Lohana / Sayantan Datta
RFM88-NONCOMPGL_YTD,5088,Feed,Active,"​This feed contains theYear to Date data for the SAP Balance and TPE Balance per GL_ACCOUNT split across GLOBAL_COA_LEVELS 5 to 9 and PROFIT_CENTRE_LEVELS 2 to 6 .
","Entity: ALL
Product Scope:RFM Operating Expenses (OPEX)

",Assessed,nyqd_lmfr_ate,,,RFM,47892,Query,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/cwb/,4.05 PM – 6PM,63070.0,"​TBD
","​General Ledger Account Balance


","​RFM Operating Expenses (OPEX); All entities
",Yes,None,TBD,High,None,,Push,,Rachel Zheng,Harini Seshadri,Sundesh Lohana / Tanmayi Panda 
RFM89-ILST Contingency output,5089,Feed,Active,"​ILST Contingencies into the Other BS model from ILST Daily Reporting .
","Entity: All MOEs
Product Scope: ILST
",Assessed,nyqd_lmfr_ate,,,RFM,15765,LiquidityRisk,,9-11 AM EST T+3,63070.0,"​Yes
","​Contingency Funding Plan (CFP)

","​RFM All MOEs
​
",DNA Update Required,None,All Products,High,FSS-Liquidity Reporting,,Pull,9 -11 AM EST,Rachel X. Zheng,Harini Seshadri,Jonatan Fekete
RFM90-MSSB Margin Data Upload,5090,Manual,Active,"​Margin data sourced for MSSB model. Manually loaded into MSSB scenario

","•Entity: MSSB
•Product Scope: N/A
•Product Mapping:  Payables & Receivables

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,Payables & Receivables,High,None,,Pull,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM91-Client Margin Excess & Netting Benefit,5091,Manual,Active,"​MSEHSE Client Margin and Netting Benefit input into the Other BS model. Manually processed from email distribution.

","•Entity: MSEHSE
•Product Scope: N/A
•Product mapping:  Prime Brokerage & Margin Lending

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,Core Margin Lending (WM); Core Prime Brokerage,High,None,,Pull,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM92-Tax Repatriation,5092,Manual,Active,"​Tax repatriation values input into the Aggregator. Manually processed from email distribution.

","•Entity: MSCO
•Product Scope: N/A
•Product Mapping: N/A 

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,TBD,High,None,,Push,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM93-MSCS Daily Net Capital Computation,5093,Manual,Active,"​MCR Component breakdown used in the MCR calculation. Manually sourced via email from capital team and loaded into RFM by LFC .

","•Entity: MSCS
•Product Scope: N/A 
•Product Mapping: All Products

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,All Products,High,None,,Push,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM94-MSCG Daily Capital Estimates,5094,Manual,Active,"​MCR Component breakdown used in the MCR calculation. Manually sourced via email from capital team and loaded into RFM by LFC


","•Entity: MSCG
•Product Scope: N/A
•Product Mapping: All Products

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,All Products,High,FSS-Liquidity Reporting,,Push,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM96-Valuation Adjustments,5096,Manual,Active,"​Valuation adjustments input into the Aggregator. Manually processed from valuation controllers share point.
","•Entity: All MOEs
•Product Scope: N/A
•Product Mapping: All Products

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,All Products,High,None,,Pull,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM97-Litigation,5097,Manual,Active,"Trades subject to litigation manually uploaded into the RFM. Manually processed from data provided by Legal. 

","•Entity: All MOEs
•Product Scope: N/A
•Product Mapping: Reference Data

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM EST,63070.0,,,,,None,Reference Data,High,None,,Push,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM98-WIM,5098,Manual,Active,"​Sourcing of hedging product attributes (e.g., Risk per instrument, identification code) to provide necessary information for BRM’s What-If-Margin (WIM) Tool. WIM tool leverages provided data to estimate hedging IM requirements from the resolution hedging activities.

","•Entity: MSCO, MSIP, MSMS, MSCS, MSCGI, MSESE, MSBAG
•Product Scope: N/A
•Product Mapping: Derivatives (OTC + Listed) / Reference Data

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,9-11 AM,63070.0,,,,,None,Derivatives - OTC; Derivatives - Listed; Reference Data,High,None,,Pull,,Rachel X. Zheng,Harini Seshadri,Sundesh Gul Lohana / Tanmayi Panda
RFM99-company,5099,Feed,Active,"​This feed contains information regarding list of legal entities with their material entity classification (e.g.: Material Operating Entity, Material Service Entity, etc.) reference data. It is used across RFM to get material entity designation information.
","•Entity: All
•Product Scope: RFM
•Product Mapping: All Products

",Assessed,nyqd_lmfr_ate,,,RFM,258,Legend,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/atlas/entity/,10:30 PM EST,63070.0,,"​MS Legal Entity​
","​RFM models with entity information​
",Yes,MSBNA/MSPBNA,All Products,High,None,,Push,,Rachel X. Zheng,Harini Seshadri,Jayson Leon / Tanmayi Panda
RFM100-entity_default_currency,5100,Manual,Active,"​This feed contains mapping between Reporting Entity and default Currency required for Derivative currency breakout calculation.

","•Entity: All
•Product Scope: RFM
•Product Mapping: Derivatives - OTC, Derivatives - Listed

",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,/v/region/na/appl/corptsy/rfm/data/prod1/feeds/entity_default_currency/,9AM - 11AM​,63070.0,,,,,MSBNA/MSPBNA,Derivatives - OTC; Derivatives - Listed,High,None,,Pull,,Rachel X. Zheng,Harini Seshadri,Jayson Leon / Tanmayi Panda
RFM102-opex_fmi_annual_costs,5102,Manual,Active,"The feed captures the FMI Annual Cost at the level PROFIT_CENTRE_HOME_COMPANY, RECEIVER_BUSINESS_UNIT, FMI_LEVEL1, FMI_LEVEL2.
And is calculated by LFC and uploaded as a feed to RFM. This feed is required to calculate FMI Access Expense Projection which is a part of Non-Compensation Expense Projection for modelling the Operating Expenses during winddown period

","
•Entity: All
•Product Scope: RFM
Product Mapping : Derivatives - OTC


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,"​​N/A
","​N/A
","​​N/A
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Pull,9AM -11 AM,Rachel X. Zheng,Harini Seshadri,Soumya Sen Gupta
RFM103-opex_litigation_cost,5103,Manual,Active,"The feed captures the details about day wise litigation costs for certain company codes. 
This is not calculated by RFM and needs to be uploaded as feed by LFC to be used in Non-Compensation Expense Projection for operating expense calculation","•Entity: All
•Product Scope: RFM
Product Mapping : Derivatives - OTC


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,"​N/A
","​N/A
","​N/A
",,None,Derivatives - OTC,High,FSS-Liquidity Reporting,,Pull,9AM - 11 AM,Rachel X. Zheng,Harini Seshadri,Soumya Sen Gupta
RFM104-distress_loss_manual_adjustment,5104,Manual,Active,"The feed contains details like the BHC Losses, Impacted DTA and Tax Rate for some legal entities. The data is compiled from some manual sources by the LFC and put together in a csv file and uploaded to the system. The allocated distress loss and DTA are calculated based on the uploaded fields and used as input data for Support Methodology calculations
","•Entity: All
•Product Scope: RFM
Product Mapping : All Products


",Not in Scope,nyqd_lmfr_ate,,,RFM,Manual,Manual,,,63070.0,"​​N/A
","​N/A
","​​N/A
",,MSBNA/MSPBNA,All Products,High,FSS-Liquidity Reporting,,Pull,,Rachel X. Zheng,Harini Seshadri,Soumya Sen Gupta
