Feed Name,Attribute ID,Attribute Name,Feed ID,Technical Data Type,Technical Data Values,Collibra Catalog ID,DGC Data Element,Definition,One Hop Column(s)
ETrade LOC,T-331-LEGAL_ENTITY,LEGAL_ENTITY,331,String,6635,,Entity Code,,
ETrade LOC,T-331-NME_PRODUCT,NME_PRODUCT,331,String,ET Line of Credit,,Product Classification,,
ETrade LOC,T-331-PRODUCT_TYPE,PRODUCT_TYPE,331,String,REV,,Product Classification,,
ETrade LOC,T-331-TRADE_ID,TRADE_ID,331,String,500132,,Trade ID,,
ETrade LOC,T-331-CURRENCY,CURRENCY,331,String,USD,,Currency,The currency the values are respresented in.,
ETrade LOC,T-331-CLIENT_TYPE,CLIENT_TYPE,331,String,ETLOC - INDIVIDUAL A,,Client Type,,
ETrade LOC,T-331-REGZ_CLASS,REGZ_CLASS,331,String,Non-Natural Person,,Regulator Class,,
ETrade LOC,T-331-REGZ_REQR_AMT,REGZ_REQR_AMT,331,Float,0.0 - 0.0,,Reg Required Amount,,
ETrade LOC,T-331-COMMITMENT_MX,COMMITMENT_MX,331,Float,-40304240.8,,Commitment MX,,
ETrade LOC,T-331-LOAN_AMOUNT_FUNDED_MX,LOAN_AMOUNT_FUNDED_MX,331,Float,0.0 - 49281542.36,,Loan Amount Funded MX,,
ETrade LOC,T-331-LOAN_AMOUNT_UNFUNDED_MX,LOAN_AMOUNT_UNFUNDED_MX,331,Float,-40304240.8,,Loan Amount Unfunded MX,,
ETrade LOC,T-331-LOAN_AMT_UNFUNDED_COMMITTED_MX,LOAN_AMT_UNFUNDED_COMMITTED_MX,331,Float,0.0 - 0.0,,Loan Amount Unfunded Committed MX,,
ETrade LOC,T-331-CONTRACTUAL_COMMITMENT,CONTRACTUAL_COMMITMENT,331,Float,0.0 - 100000000.0,,Contractual Commitment,,
ETrade LOC,T-331-CUSIP,CUSIP,331,String,464287309,,CUSIP,The CUSIP identifier of the instrument.,
ETrade LOC,T-331-COUNTERPARTY_TYPE,COUNTERPARTY_TYPE,331,String,Retail,,Counterparty Type,,
ETrade LOC,T-331-REQ_COLL,REQ_COLL,331,Float,0.0 - 108425845.5,,Required Collateral,,
ETrade LOC,T-331-ORIG_PLA_NUMBER,ORIG_PLA_NUMBER,331,String,None,,Original PLA Number,,
ETrade LOC,T-331-FACILITY_ORIGINATION_DATE,FACILITY_ORIGINATION_DATE,331,String,None,,Facility Origination Date,,
ETrade LOC,T-331-PRODUCT_TYPE_DESC,PRODUCT_TYPE_DESC,331,String,Revolver,,Product Type,,
ETrade LOC,T-331-INTEREST_RATE,INTEREST_RATE,331,Float,0.84 - 6.84,,Interest Rate,,
ETrade LOC,T-331-FIRST_PAYMENT_DATE,FIRST_PAYMENT_DATE,331,String,None,,First Payment Date,,
ETrade LOC,T-331-SPREAD,SPREAD,331,Float,0.5 - 5.25,,Spread,,
ETrade LOC,T-331-NEXT_PAYMENT_DATE,NEXT_PAYMENT_DATE,331,String,None,,Next Payment Date,,
ETrade LOC,T-331-RESET_FREQUENCY,RESET_FREQUENCY,331,String,1D,,Reset Frequency,,
ETrade LOC,T-331-ACCRUED_DAY_COUNT,ACCRUED_DAY_COUNT,331,String,ACT/360,,Accrued Day Count,,
ETrade LOC,T-331-PAYMENT_FREQUENCY,PAYMENT_FREQUENCY,331,String,1M,,Payment Frequency,,
ETrade LOC,T-331-LOAN_INDEX,LOAN_INDEX,331,String,SOFRD,,Loan Index,,
ETrade LOC,T-331-ACCRUED_INTEREST,ACCRUED_INTEREST,331,Float,0.0 - 81538.52,,Accrued Interest,,
ETrade LOC,T-331-EXPECTED_MATURITY_DATE,EXPECTED_MATURITY_DATE,331,String,None,,Expected Maturity Date,,
ETrade LOC,T-331-FUNDED_AMOUNT,FUNDED_AMOUNT,331,Float,0.0 - 60891933.33,,Funded Amount,,
ETrade LOC,T-331-AMORTIZATION_PAYMENT_AMOUNT,AMORTIZATION_PAYMENT_AMOUNT,331,Float,0.0 - 0.0,,Amortization Payment Amount,,
ETrade LOC,T-331-CHARGE_OFF_PRINCIPAL_BAL,CHARGE_OFF_PRINCIPAL_BAL,331,Float,0.0 - 0.0,,Charge Off Principal Bal,,
ETrade LOC,T-331-BALLOON_INDICATOR,BALLOON_INDICATOR,331,String,1,,Balloon Flag,,
ETrade LOC,T-331-CDE_PRODUCT_TYPE,CDE_PRODUCT_TYPE,331,String,NPL,,Product Classification,,
ETrade LOC,T-331-COLLATERAL_VALUE,COLLATERAL_VALUE,331,Float,0.0 - 213107065.2,,Collateral Value,,
ETrade LOC,T-331-BASE_INDEX_NAME,BASE_INDEX_NAME,331,String,SOFR ,,Base Index Name,,
ETrade LOC,T-331-BASE_INDEX_RATE,BASE_INDEX_RATE,331,Float,0.08 - 1.59,,Base Index Rate,,
ETrade LOC,T-331-CREDIT_ADJUSTMENT,CREDIT_ADJUSTMENT,331,Float,0.07 - 0.07,,Credit Adjustment,,
ETrade LOC,T-331-TENOR_PREMIUM,TENOR_PREMIUM,331,Float,0.0 - 0.0,,Tenor Premium,,
ETrade LOC,T-331-SOFR_MIGRATION_DATE,SOFR_MIGRATION_DATE,331,String,None,,SOFR Migration Date,,
ILST BDP Position,T-332-ROW_ID,ROW_ID,332,Integer,1 - 157146,,Row ID,The row identifier of the dataset.,
ILST BDP Position,T-332-RUN_ID,RUN_ID,332,Integer,1214007 - 1214007,,Run ID,The run number for the table of information.,
ILST BDP Position,T-332-TABLE_ID,TABLE_ID,332,Integer,332 - 332,,Table ID,The table/feed ID for which the row of information belongs to.,
ILST BDP Position,T-332-BUSINESS_DATE,BUSINESS_DATE,332,String,9/15/2022 0:00,,COB Date,Close of business date for which the report is run.,
ILST BDP Position,T-332-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,332,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
ILST BDP Position,T-332-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,332,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
ILST BDP Position,T-332-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,332,String,N,,Exception Row Flag,,
ILST BDP Position,T-332-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,332,String,Y,,Exception Signoff,,
ILST BDP Position,T-332-MATURITY_DATE,MATURITY_DATE,332,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
ILST BDP Position,T-332-ENTRY_TS,ENTRY_TS,332,Datetime,2022-09-16 13:10:36.614636 - 2022-09-16 13:10:36.614636,,Entry TS,,
ILST BDP Position,T-332-WM_ACCOUNT_ID,WM_ACCOUNT_ID,332,String,2017-02-01-10.06.12.316024,,,,
ILST BDP Position,T-332-NUM_OFFICE,NUM_OFFICE,332,String,None,,,,
ILST BDP Position,T-332-NUM_ACCT,NUM_ACCT,332,String,None,,,,
ILST BDP Position,T-332-BANK_CODE,BANK_CODE,332,String,1,,,,
ILST BDP Position,T-332-POS_QTY,POS_QTY,332,Float,0.01 - 49306124.22,,,,
ILST BDP Position,T-332-CDE_FDIC_TYPE,CDE_FDIC_TYPE,332,String,Retirement,,,,
ILST BDP Position,T-332-CDE_REPORT_GRP,CDE_REPORT_GRP,332,String,Retirement,,,,
ILST BDP Position,T-332-CDE_FDIC_TYPE_REV,CDE_FDIC_TYPE_REV,332,String,IRA,,,,
ILST BDP Position,T-332-CDE_REPORT_GRP_REV,CDE_REPORT_GRP_REV,332,String,IRA,,,,
ILST BDP Position,T-332-CDE_SRC,CDE_SRC,332,String,MSWM,,,,
ILST BDP Position,T-332-RECIPROCAL_PROGRAM,RECIPROCAL_PROGRAM,332,String,BDP,,,,
ILST BDP Position,T-332-AMOUNT,AMOUNT,332,Float,0.0 - 49061094.06,,,,
Collateral LD,T-333-ROW_ID,ROW_ID,333,Integer,1 - 40132,,Row ID,The row identifier of the dataset.,
Collateral LD,T-333-RUN_ID,RUN_ID,333,Integer,1235832 - 1269939,,Run ID,The run number for the table of information.,
Collateral LD,T-333-TABLE_ID,TABLE_ID,333,Integer,333 - 333,,Table ID,The table/feed ID for which the row of information belongs to.,
Collateral LD,T-333-BUSINESS_DATE,BUSINESS_DATE,333,String,1/5/2023 0:00,,COB Date,Close of business date for which the report is run.,
Collateral LD,T-333-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,333,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Collateral LD,T-333-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,333,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Collateral LD,T-333-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,333,String,N,,Exception Row Flag,,
Collateral LD,T-333-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,333,String,Y,,Exception Signoff,,
Collateral LD,T-333-MATURITY_DATE,MATURITY_DATE,333,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Collateral LD,T-333-ENTRY_TS,ENTRY_TS,333,Datetime,2023-02-08 05:22:33.134356 - 2023-09-19 07:52:10.733375,,Entry TS,,
Collateral LD,T-333-LEGAL_ENTITY,LEGAL_ENTITY,333,String,201,,Entity Code,,
Collateral LD,T-333-ACCOUNT_DESCRIPTION,ACCOUNT_DESCRIPTION,333,String,THRIVENT FINANCIAL FOR LUTHERA,,,,
Collateral LD,T-333-TAPS_TRADING_ACCOUNT,TAPS_TRADING_ACCOUNT,333,String,52886538,,TAPS Trading Account,The firm trading account of the position.,
Collateral LD,T-333-COST_CENTRE,COST_CENTRE,333,String,F841,,Cost Centre,,
Collateral LD,T-333-COLLATERAL_TYPE,COLLATERAL_TYPE,333,String,IM,,,,
Collateral LD,T-333-BALANCE_AMT_MX,BALANCE_AMT_MX,333,Float,-3.0043E+11,,,,
Collateral LD,T-333-CURRENCY,CURRENCY,333,String,USD,,Currency,The currency the values are respresented in.,
Collateral LD,T-333-FLOW_IND,FLOW_IND,333,String,R,,,,
Collateral LD,T-333-COLLATERAL_CUSIP,COLLATERAL_CUSIP,333,String,313384BQ1,,,,
Collateral LD,T-333-FIRM_OR_CLIENT,FIRM_OR_CLIENT,333,String,Listed Client,,,,
Collateral LD,T-333-CASH_NON_CASH,CASH_NON_CASH,333,String,SEC,,,,
Collateral LD,T-333-MS_REHYPOTHECABLE_FLAG,MS_REHYPOTHECABLE_FLAG,333,String,N,,,,
Collateral LD,T-333-CP_REHYPOTHECABLE_FLAG,CP_REHYPOTHECABLE_FLAG,333,String,N,,,,
Collateral LD,T-333-VM_CASH_COLL_RECEIVED,VM_CASH_COLL_RECEIVED,333,Float,-1.12105E+11,,,,
Collateral LD,T-333-VM_CASH_COLL_POSTED,VM_CASH_COLL_POSTED,333,Float,0.02 - 188324677371.0,,,,
Collateral LD,T-333-IM_CASH_COLL_RECEIVED,IM_CASH_COLL_RECEIVED,333,Float,-48486447500,,,,
Collateral LD,T-333-IM_CASH_COLL_POSTED,IM_CASH_COLL_POSTED,333,Float,0.02 - 52882915660.15,,,,
Collateral LD,T-333-VM_SECURITIES_RECEIVED,VM_SECURITIES_RECEIVED,333,String,None,,,,
Collateral LD,T-333-VM_SECURITIES_POSTED,VM_SECURITIES_POSTED,333,String,None,,,,
Collateral LD,T-333-IM_SECURITIES_RECEIVED,IM_SECURITIES_RECEIVED,333,Float,-18401840000,,,,
Collateral LD,T-333-IM_SECURITIES_POSTED,IM_SECURITIES_POSTED,333,Float,0.07 - 13401340000.0,,,,
Collateral LD,T-333-COUNTERPARTY_ACCOUNT,COUNTERPARTY_ACCOUNT,333,String,52886538,,Counterparty Account,,
Collateral LD,T-333-PARTY_ID,PARTY_ID,333,String,None,,Party ID,,
Collateral LD,T-333-TRIPARTY_MS,TRIPARTY_MS,333,String,,,,,
SACCR Derivative Trade,T-334-ROW_ID,ROW_ID,334,Integer,1 - 122285,,Row ID,The row identifier of the dataset.,
SACCR Derivative Trade,T-334-RUN_ID,RUN_ID,334,Integer,1246547 - 1246547,,Run ID,The run number for the table of information.,
SACCR Derivative Trade,T-334-TABLE_ID,TABLE_ID,334,Integer,334 - 334,,Table ID,The table/feed ID for which the row of information belongs to.,
SACCR Derivative Trade,T-334-BUSINESS_DATE,BUSINESS_DATE,334,String,12/30/2022 0:00,,COB Date,Close of business date for which the report is run.,
SACCR Derivative Trade,T-334-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,334,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
SACCR Derivative Trade,T-334-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,334,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
SACCR Derivative Trade,T-334-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,334,String,N,,Exception Row Flag,,
SACCR Derivative Trade,T-334-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,334,String,Y,,Exception Signoff,,
SACCR Derivative Trade,T-334-MATURITY_DATE,MATURITY_DATE,334,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
SACCR Derivative Trade,T-334-ENTRY_TS,ENTRY_TS,334,Datetime,2023-04-19 17:17:08.333619 - 2023-04-19 17:17:08.333619,,Entry TS,,
SACCR Derivative Trade,T-334-CD_REF_ID,CD_REF_ID,334,String,None,,,,
SACCR Derivative Trade,T-334-TAPS_TRADING_ACCOUNT,TAPS_TRADING_ACCOUNT,334,String,088002F5,,TAPS Trading Account,The firm trading account of the position.,
SACCR Derivative Trade,T-334-PARTY_ID,PARTY_ID,334,String,BBB03283429,,Party ID,,
SACCR Derivative Trade,T-334-TRAN_ID,TRAN_ID,334,String,Q4QNJ,,,,
SACCR Derivative Trade,T-334-NETTING_GROUP_ID,NETTING_GROUP_ID,334,String,2547133,,Netting Group ID,,
SACCR Derivative Trade,T-334-NOTIONAL_CURRENCY,NOTIONAL_CURRENCY,334,String,USD,,,,
SACCR Derivative Trade,T-334-NOTIONAL_MX,NOTIONAL_MX,334,Float,0.0 - 895800000000.0,,Notional MX,,
SACCR Derivative Trade,T-334-MTM_USD,MTM_USD,334,Float,-1047739303,,MTM USD,,
SACCR Derivative Trade,T-334-NOTIONAL_USD,NOTIONAL_USD,334,Float,-31847630438,,,,
SACCR Derivative Trade,T-334-TRADE_DATE,TRADE_DATE,334,String,12/22/2022 0:00,,Trade Date,,
SACCR Derivative Trade,T-334-CUSIP,CUSIP,334,String,99*Q4QNJA,,CUSIP,The CUSIP identifier of the instrument.,
SACCR Derivative Trade,T-334-SETTLEMENT_CCY,SETTLEMENT_CCY,334,String,USD,,,,
SACCR Derivative Trade,T-334-P_L_DATE,P_L_DATE,334,String,12/30/2022 0:00,,COB Date,,
SACCR Derivative Trade,T-334-CP_ACCOUNT,CP_ACCOUNT,334,String,06178K3L0,,,,
SACCR Derivative Trade,T-334-MARGINED_ADCA,MARGINED_ADCA,334,Float,-75883374.1,,,,
SACCR Derivative Trade,T-334-UNMARGINED_ADCA,UNMARGINED_ADCA,334,Float,-252944580.3,,,,
SACCR Derivative Trade,T-334-NATURAL_KEY,NATURAL_KEY,334,String,OTC_341377:15781914:GGI128J0A101:99AC7B327,,,,
SACCR Derivative Trade,T-334-MS_ROLE,MS_ROLE,334,String,S,,MS Role,,
SACCR Derivative Trade,T-334-TRADING_CURRENCY,TRADING_CURRENCY,334,String,USD,,,,
SACCR Derivative Trade,T-334-GL_COMPANY_CODE,GL_COMPANY_CODE,334,String,302,,GL Company Code,,
SACCR Derivative Trade,T-334-RESIDUAL_MATURITY_YEARS,RESIDUAL_MATURITY_YEARS,334,Float,-7981.92,,,,
SACCR Derivative Trade,T-334-PRODUCT_TYPE,PRODUCT_TYPE,334,String,None,,Product Classification,,
SACCR Derivative Trade,T-334-CONSOLIDATED_GROUP,CONSOLIDATED_GROUP,334,String,US_FHC_C,,,,
SACCR Derivative Trade,T-334-TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,334,String,None,,,,
SACCR Derivative Trade,T-334-ISSUER_PARTY_ID,ISSUER_PARTY_ID,334,String,None,,,,
SACCR Derivative Trade,T-334-FHC_INTERNAL_EXTERNAL_IND,FHC_INTERNAL_EXTERNAL_IND,334,String,E,,,,
SACCR Derivative Trade,T-334-COLL_GROUP,COLL_GROUP,334,String,059L2LGD1,,,,
SACCR Derivative Trade,T-334-COST_CENTER,COST_CENTER,334,String,9K48,,Cost Center,,
SACCR Derivative Trade,T-334-ALLOCATED_TRADE_PFE,ALLOCATED_TRADE_PFE,334,Float,0.0 - 8580015.51,,,,
SACCR Derivative Trade,T-334-RW,RW,334,Float,0.0 - 12.5,,,,
SACCR Derivative Trade,T-334-RWA,RWA,334,Float,0.0 - 0.0,,,,
SACCR Derivative Trade,T-334-ALLOCATED_SLR,ALLOCATED_SLR,334,Float,0.0 - 11435425.05,,,,
SACCR Derivative Trade,T-334-EAD_SELECTED,EAD_SELECTED,334,String,Margined,,,,
SACCR Derivative Trade,T-334-OTC_LD_TRADE_IND,OTC_LD_TRADE_IND,334,String,OTC,,,,
SACCR Derivative Trade,T-334-SACCR_ASSET_CLASS,SACCR_ASSET_CLASS,334,String,Equity,,,,
SACCR Derivative Trade,T-334-INSTRUMENT_TYPE,INSTRUMENT_TYPE,334,String,Swap,,,,
SACCR Derivative Trade,T-334-COLL_CCY,COLL_CCY,334,String,USD,,,,
SACCR Derivative Trade,T-334-COST_CENTER_REGION,COST_CENTER_REGION,334,String,AMERICAS,,,,
SACCR Derivative Trade,T-334-SLR,SLR,334,String,None,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-ROW_ID,ROW_ID,335,Integer,1 - 124471,,Row ID,The row identifier of the dataset.,
SACCR_DERIVATIVE_TRADE_LD,T-335-RUN_ID,RUN_ID,335,Integer,1246545 - 1246545,,Run ID,The run number for the table of information.,
SACCR_DERIVATIVE_TRADE_LD,T-335-TABLE_ID,TABLE_ID,335,Integer,335 - 335,,Table ID,The table/feed ID for which the row of information belongs to.,
SACCR_DERIVATIVE_TRADE_LD,T-335-BUSINESS_DATE,BUSINESS_DATE,335,String,12/30/2022 0:00,,COB Date,Close of business date for which the report is run.,
SACCR_DERIVATIVE_TRADE_LD,T-335-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,335,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
SACCR_DERIVATIVE_TRADE_LD,T-335-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,335,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
SACCR_DERIVATIVE_TRADE_LD,T-335-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,335,String,N,,Exception Row Flag,,
SACCR_DERIVATIVE_TRADE_LD,T-335-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,335,String,Y,,Exception Signoff,,
SACCR_DERIVATIVE_TRADE_LD,T-335-MATURITY_DATE,MATURITY_DATE,335,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
SACCR_DERIVATIVE_TRADE_LD,T-335-ENTRY_TS,ENTRY_TS,335,Datetime,2023-04-19 17:13:50.552786 - 2023-04-19 17:13:50.552786,,Entry TS,,
SACCR_DERIVATIVE_TRADE_LD,T-335-CD_REF_ID,CD_REF_ID,335,String,None,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-TAPS_TRADING_ACCOUNT,TAPS_TRADING_ACCOUNT,335,String,07700WP0,,TAPS Trading Account,The firm trading account of the position.,
SACCR_DERIVATIVE_TRADE_LD,T-335-PARTY_ID,PARTY_ID,335,String,BBB02137901,,Party ID,,
SACCR_DERIVATIVE_TRADE_LD,T-335-TRAN_ID,TRAN_ID,335,String,None,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-NETTING_GROUP_ID,NETTING_GROUP_ID,335,String,2640300,,Netting Group ID,,
SACCR_DERIVATIVE_TRADE_LD,T-335-NOTIONAL_CURRENCY,NOTIONAL_CURRENCY,335,String,EUR,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-NOTIONAL_MX,NOTIONAL_MX,335,String,None,,Notional MX,,
SACCR_DERIVATIVE_TRADE_LD,T-335-MTM_USD,MTM_USD,335,Float,-7694413867,,MTM USD,,
SACCR_DERIVATIVE_TRADE_LD,T-335-NOTIONAL_USD,NOTIONAL_USD,335,Float,0.0 - 51678962999.99,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-TRADE_DATE,TRADE_DATE,335,String,None,,Trade Date,,
SACCR_DERIVATIVE_TRADE_LD,T-335-CUSIP,CUSIP,335,String,99C816K89,,CUSIP,The CUSIP identifier of the instrument.,
SACCR_DERIVATIVE_TRADE_LD,T-335-SETTLEMENT_CCY,SETTLEMENT_CCY,335,String,None,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-P_L_DATE,P_L_DATE,335,String,12/30/2022 0:00,,COB Date,,
SACCR_DERIVATIVE_TRADE_LD,T-335-CP_ACCOUNT,CP_ACCOUNT,335,String,098SAH3H,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-MARGINED_ADCA,MARGINED_ADCA,335,Float,-192784453,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-UNMARGINED_ADCA,UNMARGINED_ADCA,335,Float,-154991882.2,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-NATURAL_KEY,NATURAL_KEY,335,String,LD_28721,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-MS_ROLE,MS_ROLE,335,String,B,,MS Role,,
SACCR_DERIVATIVE_TRADE_LD,T-335-TRADING_CURRENCY,TRADING_CURRENCY,335,String,*,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-GL_COMPANY_CODE,GL_COMPANY_CODE,335,String,9180,,GL Company Code,,
SACCR_DERIVATIVE_TRADE_LD,T-335-RESIDUAL_MATURITY_YEARS,RESIDUAL_MATURITY_YEARS,335,Float,-7984.87,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-PRODUCT_TYPE,PRODUCT_TYPE,335,String,None,,Product Classification,,
SACCR_DERIVATIVE_TRADE_LD,T-335-CONSOLIDATED_GROUP,CONSOLIDATED_GROUP,335,String,US_FHC_C,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,335,String,HOUSE,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-ISSUER_PARTY_ID,ISSUER_PARTY_ID,335,String,None,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-FHC_INTERNAL_EXTERNAL_IND,FHC_INTERNAL_EXTERNAL_IND,335,String,E,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-COLL_GROUP,COLL_GROUP,335,String,098SAH3H4LD,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-COST_CENTER,COST_CENTER,335,String,7K24,,Cost Center,,
SACCR_DERIVATIVE_TRADE_LD,T-335-ALLOCATED_TRADE_PFE,ALLOCATED_TRADE_PFE,335,Float,0.0 - 30709138.72,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-RW,RW,335,Float,0.02 - 1.5,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-RWA,RWA,335,Float,0.0 - 0.0,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-ALLOCATED_SLR,ALLOCATED_SLR,335,Float,0.0 - 1224125.0,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-EAD_SELECTED,EAD_SELECTED,335,String,Margined,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-OTC_LD_TRADE_IND,OTC_LD_TRADE_IND,335,String,LD,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-SACCR_ASSET_CLASS,SACCR_ASSET_CLASS,335,String,Equity,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-INSTRUMENT_TYPE,INSTRUMENT_TYPE,335,String,Option,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-COLL_CCY,COLL_CCY,335,String,None,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-COST_CENTER_REGION,COST_CENTER_REGION,335,String,EMEA,,,,
SACCR_DERIVATIVE_TRADE_LD,T-335-SLR,SLR,335,String,None,,,,
Loans Collateral,T-336-TABLE_ID,TABLE_ID,336,Integer,336 - 336,,Table ID,The table/feed ID for which the row of information belongs to.,
Loans Collateral,T-336-RUN_ID,RUN_ID,336,Float,1243981.0 - 1270269.0,,Run ID,The run number for the table of information.,
Loans Collateral,T-336-BUSINESS_DATE,BUSINESS_DATE,336,String,3/31/2023 0:00,,COB Date,Close of business date for which the report is run.,
Loans Collateral,T-336-ROW_ID,ROW_ID,336,Integer,1 - 689,,Row ID,The row identifier of the dataset.,
Loans Collateral,T-336-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,336,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
Loans Collateral,T-336-DEFAULT_SET_FLAG,DEFAULT_SET_FLAG,336,String,N,,Default Set Flag,Indicates whether the dataset is the default for the run of information.,
Loans Collateral,T-336-EXCEPTION_ROW_FLAG,EXCEPTION_ROW_FLAG,336,String,N,,Exception Row Flag,,
Loans Collateral,T-336-EXCEPTION_SIGNOFF,EXCEPTION_SIGNOFF,336,String,Y,,Exception Signoff,,
Loans Collateral,T-336-MATURITY_DATE,MATURITY_DATE,336,String,None,,Contractual Maturity Date,The maturity date of the instrument.,
Loans Collateral,T-336-ENTRY_TS,ENTRY_TS,336,Datetime,2023-04-03 11:18:11.273491 - 2023-09-21 01:42:21.926201,,Entry TS,,
Loans Collateral,T-336-REPORTING_DATE,REPORTING_DATE,336,String,3/31/2023 0:00,,Reporting Date,,
Loans Collateral,T-336-FACILITY_ID_LOANS_COLLATERAL,FACILITY_ID_LOANS_COLLATERAL,336,String,!KE6TP18,,Facility ID Loans Collateral,,
Loans Collateral,T-336-LOAN_FACILITY_CNTRL_NUMBER,LOAN_FACILITY_CNTRL_NUMBER,336,String,44782,,Loan Facility Control Number,,
Loans Collateral,T-336-FACILITY_STATUS_CODE,FACILITY_STATUS_CODE,336,String,ACT,,Facility Status Code,,
Loans Collateral,T-336-COLLATERAL_VAL_CURRENCY,COLLATERAL_VAL_CURRENCY,336,String,USD,,Collateral Currency,,
Loans Collateral,T-336-COLLATERAL_TYPE_CODE,COLLATERAL_TYPE_CODE,336,String,CCSF,,Product Classification,,
Loans Collateral,T-336-COLLATERAL_TYPE_DESC,COLLATERAL_TYPE_DESC,336,String,CCSF,,Collateral Type Description,,
Loans Collateral,T-336-BUSINESS_UNIT,BUSINESS_UNIT,336,String,ISG,,Business Unit,,
Loans Collateral,T-336-FACILITY_SOURCE_CODE,FACILITY_SOURCE_CODE,336,String,CCSF,,Facility Source Code,,
Loans Collateral,T-336-COLLATERAL_VALUE,COLLATERAL_VALUE,336,Float,0.0 - 4001077690.2,,Collateral Value,,
Loans Collateral,T-336-COLLATERAL_VALUE_USD,COLLATERAL_VALUE_USD,336,Float,0.0 - 4261948769.18,,Collateral Value USD,The maturity date of the instrument.,
Fully Paid Lending,T-337-ROW_ID,ROW_ID,337,Integer,1 - 13400,,Row ID,The row identifier of the dataset.,
Fully Paid Lending,T-337-RUN_ID,RUN_ID,337,Integer,1245501 - 1269656,,Run ID,The run number for the table of information.,
Fully Paid Lending,T-337-TABLE_ID,TABLE_ID,337,Integer,337 - 337,,Table ID,The table/feed ID for which the row of information belongs to.,
Fully Paid Lending,T-337-BUSINESS_DATE,BUSINESS_DATE,337,String,3/28/2023 0:00,,COB Date,Close of business date for which the report is run.,
Fully Paid Lending,T-337-FILL_FORWARD_FLAG,FILL_FORWARD_FLAG,337,String,N,,Fill Forward Flag,"Flag indicating whether a fill forward (or ""roll forward"") has taken place for the row of information.",
