Report Table Group,Report Table Name,Report Table ID,Reporting Class,Server Name,Schema Name,Table Name,Products,Feed ID,Feed Name,Source Report Table Name,Logic
6G - Product,6G - Outflows -  Secured - Securities Lending,RT-6G-OS-2,6G,nyqd_lmfr_ate,,,Securities Lending,71; 79; 105; 162; 314,Stock Loan - BRM; Repos - BRM; Stock Loan/Repo-MSSB; PB Global Assets; ETrade Stock Borrow and Loans,6G - Order of Allocation - Repo; 6G - Order of Allocation - Firm Bank Loans; 6G - Order of Allocation - PDS Short; 6G - Order of Allocation - Stock Loan,"OOFA Use is “Repo”, Trade Type in (“APLG”, “BCI”, “BVC”, “BVF”, “BVM”, “BVU”, “PLG”, “SLC”, “TKR”, “LNT”, “SLF”, “SLK”, “EXC”, “EXN”, “MTA”, “DTC”) and OOFA Use is Cash is “Y” (App C-III)
COUNTERPARTY_ID = 'BBB00238530' AND TRADE TYPE IN ('BVF', 'PLG', 'APLG') THEN Exclude

OOFA Use in (“Stock Loan”, “PDS Short”, “Firm Bank Loan”) and OOFA Use is Cash is “Y” (App C-III)
Repos - BRM Feed, where Start Date>Reporting Date, Sec Fin Exclude (App C-III) is NULL, Flow Ind is “S”, Trade Type in (“APLG”, “BCI”, “BVC”, “BVF”, “BVM”, “BVU”, “PLG”, “SLC”, “TKR”, “LNT”, “SLF”, “SLK”, “EXC”, “EXN”, “MTA”, “DTC”) (App C-III) and Funding Calc Category is “Cash” 
Stock Loan - BRM Feed, where Start Date>Reporting Date, Sec Fin Exclude (App C-III) is NULL, ((Cash Non Cash is “C” and Flow Ind in (“L”, “R”)) OR (Cash Non Cash is “N” and Flow Ind in (“L”, “P”))) and Funding Calc Category is “Cash”

Stock Loan/Repo-MSSB Feed, where Start Date>Reporting Date, Sec Fin Exclude (App C-III) is NULL, Flow Ind is “L”, Trade Type not “REP” and Funding Calc Category is “Cash”

PB Global Assets Feed, where Start Date>Reporting Date, Flow Ind is “S”, ((Legal Entity is “0201” and Counterparty BBB ID is “BBB00319961”) OR Legal Entity in (“0530”, “0321”))

Etrade Stock Borrow and Loans Feed, where PID is O.S.2 and Counterparty Number not in (“385”, “0385”, “1051”)"
6G - Product,6G - Outflows -  Secured - Synthetic Customer Shorts,RT-6G-OS-9,6G,nyqd_lmfr_ate,,,Synthetic Customer Shorts,325; 326,EQ TRS; FID TRS ,,"FID TRS Feed, where Product Type not “BondForward” and longshort field  is “Long”

Equity TRS Feed, where longshort field is “Short” and lrdClassfication in (""Client”, “Closed Struct-Failed Sale-IFRS+GAAP”, “Closed Struct-Failed Sale-IFRS”, “Closed Struct-True Sale”, “Closed Struct"")"
6G - Product,6G - Outflows -  Secured - Synthetic Firm Financing,RT-6G-OS-10,6G,nyqd_lmfr_ate,,,Synthetic Firm Financing,325,EQ TRS,,"Equity TRS Feed, where longshort field is “Short” and  lrdClassfication NOT in (""Client”, “Closed Struct-Failed Sale-IFRS+GAAP”, “Closed Struct-Failed Sale-IFRS”, “Closed Struct-True Sale”, “Closed Struct"" or NULL"
6G - Product,6G - Outflows -  Wholesale - Free Credits,RT-6G-OW-18,6G,nyqd_lmfr_ate,,,Free Credits,162; 174; 180,PB Global Assets; WM Free Credits; PWM Loans and Deposits,,"PB Global Assets Feed, where Flow Ind is “C” 

WM Free Credits Feed [no constraints]

PWM Loans and Deposits Feed, where Legal Entity not in (“0390”, “5848”, “7714”, “7715”, “5849”, “7713”) and PB Cash Value USD < 0 (on Legal Entity, Counterparty BBB ID and Currency basis)"
6G - Product,6G - Outflows -  Wholesale - Offshore Borrowing,RT-6G-OW-10,6G,nyqd_lmfr_ate,,,Offshore Borrowing,44; 256,Triton Money Markets; BTB Cash,,"BTB Cash and Triton Money Markets TH Feeds, where Entity Type not “Central Bank”, Feed Product not in (“OVERDRAFT”,”DREC”) [BTB Cash Only], TenQ Level 4 in (“Interest Bearing Deposits”, “Non-Interest Bearing Deposits”), USD_AMT < 0 (Triton) or ADJUSTED_USD_AMT < 0 (BTB)  and Not Entity Country = Currency Country = Party Country
(Determined by Business Date, Entity, Party ID, Currency and Product Type)"
6G - Product,6G - Outflows -  Wholesale - Onshore Borrowing,RT-6G-OW-9,6G,nyqd_lmfr_ate,,,Onshore Borrowing,44; 256,Triton Money Markets; BTB Cash,,"BTB Cash and Triton Money Markets TH Feeds, where Entity Type not “Central Bank”, Feed Product not in (“OVERDRAFT”,”DREC”) [BTB Cash Only], TenQ Level 4 in (“Interest Bearing Deposits”, “Non-Interest Bearing Deposits”), USD_AMT < 0 (Triton) or ADJUSTED_USD_AMT < 0 (BTB) and Entity Country = Currency Country = Party Country
(Determined by Business Date, Entity, Party ID, Currency and Product Type)"
6G - Product,6G - Outflows -  Wholesale - Other Unsecured Financing,RT-6G-OW-19,6G,nyqd_lmfr_ate,,,Other Unsecured Financing,53; 253; 312; 313,Omni Taps Transactions; Triton SPV; Omni Renovated GL Balances; Inter-Affiliate Funding – BTB Feed,,"Omni Renovated GL Balances, Omni TAPS Transactions & Interaffiliate Funding BTB Feeds, where Internal Rel 3 is “INTERCO” and MX Cash Amount < 0

Triton SPV Feed, where MX Amt <0"
6G - Product,6G - Outflows -  Wholesale - Structured Long Term Debt,RT-6G-OW-12,6G,nyqd_lmfr_ate,,,Structured Long Term Debt,268,Long Term Debt - BTB,,"Long Term Debt BTB (USFM) Feed [where Funding Type not “Deposits”], where Structure Type (App C-VI) not “Vanilla” and Days Until Calculated Maturity  >365 days (and notionalAtCalculatedMaturityDateUSD < 0 or notionalAtCalcMaturityDateMX < 0)"
6G - Product,6G - Outflows -  Wholesale - Structured Notes,RT-6G-OW-15,6G,nyqd_lmfr_ate,,,Structured Notes,43; 268,Triton Sub-Debt; Long Term Debt - BTB,,"Long Term Debt BTB (USFM) Feed [where Funding Type not “Deposits”], where Structure Type (App C-VI) not “Vanilla” and Days Until Calculated Maturity  <=365 days (and notionalAtCalculatedMaturityDateUSD < 0 or notionalAtCalcMaturityDateMX < 0)"
6G - Product,6G - Outflows -  Wholesale - Tender Option Bonds,RT-6G-OW-6,6G,nyqd_lmfr_ate,,,Tender Option Bonds,307; 308; 309; 310,Tender Option Bonds Floater Notes; Tender Option Bonds Collateral; Tender Option Bonds Residual; Tender Option Bonds Floater Investor,,"Tender Option Bonds Floater Investor, Tender Option Bonds Residual, Tender Option Bonds Collateral & Tender Option Bonds Floater Notes Feeds are joined via TRUST_ID; where Program is “Principal”"
6G - Product,6G - Outflows -  Wholesale - Unsecured Notes,RT-6G-OW-14,6G,nyqd_lmfr_ate,,,Unsecured Notes,191; 268,Unsecured Debt Manual; Long Term Debt - BTB,,"Long Term Debt BTB (USFM) Feed [where Funding Type not “Deposits”] , where Structure Type (App C-VI) is “Vanilla” and Days Until Maturity  <=365 days (and notionalAtCalculatedMaturityDateUSD < 0 or notionalAtCalcMaturityDateMX < 0)"
6G - Product,6G - Outflows -  Wholesale - Unstructured Long Term Debt,RT-6G-OW-11,6G,nyqd_lmfr_ate,,,Unstructured Long Term Debt,43; 191; 268,Triton Sub-Debt; Unsecured Debt Manual; Long Term Debt - BTB,,"Long Term Debt BTB (USFM) Feed [where Funding Type not “Deposits”], where Structure Type (App C-VI) is “Vanilla” and Days Until Maturity  >365 days (and notionalAtCalculatedMaturityDateUSD < 0 or notionalAtCalcMaturityDateMX < 0) 

Triton Sub-Debt Feed, where USD Amount < 0"
6G - Product,6G - Supplemental -  Balance Sheet - Carrying Value Adjustment,RT-6G-SB-6,6G,nyqd_lmfr_ate,,,Carrying Value Adjustment,,Manually Sourced,,As per NSFR Product Details below this table
6G - Product,6G - Supplemental -  Balance Sheet - Counterparty Netting,RT-6G-SB-5,6G,nyqd_lmfr_ate,,,Counterparty Netting,,Order of Allocation - N/A,6G - Order of Allocation - Client Long PB; 6G - Order of Allocation - Client Long WM; 6G - Order of Allocation - NCSA Long; 6G - Order of Allocation - On BS Asset Exchange Borrow; 6G - Order of Allocation - PDS Long; 6G - Order of Allocation - Repo; 6G - Order of Allocation - Reverse Repo; 6G - Order of Allocation - Stock Borrow; 6G - Order of Allocation - Client Short PB; 6G - Order of Allocation - Client Short WM; 6G - Order of Allocation - Firm Bank Loans; 6G - Order of Allocation - NCSA Short; 6G - Order of Allocation - Stock Loan,"Where OOFA Source is “Client Long WM” and Source On BS is “N”

Where OOFA Use is “Client Short WM” and Use On BS is “N”

Where OOFA Source in (“On BS Asset Exchange Borrow (PDS)”, “PDS Long”), Source is Cash is “Y"" and Source On BS is ""N""

Where OOFA Source in (“Client Long PB”, “NCSA Long”) and Source On BS is ""N""

Where OOFA Use in (“Client Short PB”, “NCSA Short”) and Use On BS is ""N""

Where OOFA Source in (“Reverse Repo”, “Stock Borrow”) and Source On BS is “N”

Where OOFA Use in (“Repo”, “Stock Loan”, “Firm Bank Loan”) and Use On BS is “N”"
6G - Product,6G - Supplemental -  Balance Sheet - Non-Performing Assets,RT-6G-SB-3,6G,nyqd_lmfr_ate,,,Non-Performing Assets,33; 213; 336,Loan IQ - Drawn; Employee Loans; Loans Collateral,,"I.U.5
Loan IQ - Drawn Feed, where Term Indicator is “N”, Risk Type not “Interest Only Strip”, Accrual Status is ""NACC"" or ""NAIFP"", Maturity Date > Reporting Date, MX AMT > 0 and Is Being Renewed is “N” and ((SAP Level 4 in (“OTHER LOANS NON FAIR VALUE HFI”, “OTHER LOANS NON FAIR VALUE HFS”) OR (Legacy GL Account Level 4 is “ASSETS.FINSTROWN” and Legacy GL Account Level 6 is “LMVLOAN”)) and Facility Purpose Code not “CREIO”). Where Accrual Status is ""NACC"" then Currency not ""JPY""and collateral from FDW Loans Collateral Feed = N

I.U.6
Employee Loans Feed, where Performing is “Non-Performing”

I.S.7
Loan IQ-Drawn Feed, Accrual Status is ""NACC"" or ""NAIFP"", Maturity Date > Reporting Date, Is Being Renewed is “N”, MX AMT > 0, Risk Type not “Interest Only Strip” and Term Indicator is “N” and ((SAP Level 4 in (“OTHER LOANS NON FAIR VALUE HFI”, “OTHER LOANS NON FAIR VALUE HFS”) OR (Legacy GL Account Level 4 is “ASSETS.FINSTROWN” and Legacy GL Account Level 6 is “LMVLOAN”)) and Facility Purpose Code not “CREIO”). Where Accrual Status is ""NACC"" then Currency not ""JPY"" and collateral from FDW Loans Collateral Feed = Y

I.S.8
Loan IQ-Drawn Feed, Accrual Status is ""NACC"" or ""NAIFP"", Maturity Date > Reporting Date, Is Being Renewed is “N”, MX AMT > 0, Risk Type not “Interest Only Strip” and Term Indicator is “Y” and ((SAP Level 4 in (“OTHER LOANS NON FAIR VALUE HFI”, “OTHER LOANS NON FAIR VALUE HFS”) OR (Legacy GL Account Level 4 is “ASSETS.FINSTROWN” and Legacy GL Account Level 6 is “LMVLOAN”)) and Facility Purpose Code not “CREIO”). Where Accrual Status is ""NACC"" then Currency not ""JPY"" and collateral from FDW Loans Collateral Feed = Y
Planet Query, re-allocating performing Unencumbered Assets to non-performing, where (""TAPS EUR"",""{Instrument Facts_Is Trading Flat Ind} = 'Y' AND ({Component Id} = 46 OR {Component Id} = 228)"") and Consolidated Centre in (“CREDIT-CORPORATES”, “SECURITIZED PRODUCTS GRP”)"
6G - Product,6G - Supplemental -  Balance Sheet - Other Assets,RT-6G-SB-4,6G,nyqd_lmfr_ate,,,Other Assets,330; N/A,Failed Settlements; Controllers WorkBench Query,,"Controllers WorkBench Query:
(BS or PnL Indicator is “BALANCE SHEET” and Global COA Level 3 in (“INTANGIBLE ASSETS”, “GOODWILL”, “OTHER INVESTMENTS NON FAIR VALUE”, “OTHER ASSETS”) and Trading Partner Indicator in (N/A, “INTRA”, “OPTIONAL”)) and Corporate Consolidation Indicator is “Y”
Failed Settlements Feed where Global COA Level 2 = “ASSETS” and P L Date – Settlement Date > 5 Working Days"
6G - Product,6G - Supplemental -  Balance Sheet - Other Liabilities,RT-6G-SB-2,6G,nyqd_lmfr_ate,,,Other Liabilities,,Controllers WorkBench Query,,"Controllers WorkBench Query:
(BS or PnL Indicator is “BALANCE SHEET”, Trading Partner Indicator is N/A and Global COA Level 4 is “OTHER LIABILITIES AND ACCRUED EXPENSES”) and Corporate Consolidation Indicator is “Y”"
6G - Product,6G - Supplemental -  Balance Sheet - Regulatory Capital Element,RT-6G-SB-1,6G,nyqd_lmfr_ate,,,Regulatory Capital Element,,Manually Sourced,,Manually sourced
6G - Product,6G - Supplemental -  Derivatives & Collateral - Collateral Disputes Deliverables,RT-6G-SDC-13,6G,nyqd_lmfr_ate,,,Collateral Disputes Deliverables,87,Portfolio Agreement,,"Portfolio Agreement Feed, where Task Type is “Margin Call Anticipation”, Margin Group Exclude is “false” and Margin Call Date not NULL"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Collateral Disputes Receivables,RT-6G-SDC-14,6G,nyqd_lmfr_ate,,,Collateral Disputes Receivables,87,Portfolio Agreement,,"Portfolio Agreement Feed, where Task Type is “Margin Call Action”, Margin Group Exclude is “false” and Margin Call Date not NULL"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Derivative CCP Default Fund Contribution,RT-6G-SDC-11,6G,nyqd_lmfr_ate,,,Derivative CCP Default Fund Contribution,150,Libra Exchange Collateral,,"Libra Exchange Collateral Feed, where Counterparty Account Business Definition not like (%OTC CLEARED - CLIENT%, %LISTED DERIVATIVES - CLIENT CLASSIFICATION%), Counterparty Account Business Definition like %GUARANTEED FUNDS%, Cost Centre Level 9 not in (“Exchanges Cash”, “Sec Funding Trans”), Counterparty Account General Usage in (“Banking/Clearing/Exchange”, “Broker/Dealer”), TAPS Trading Account not like 07%, TAPS Trading Account not in (“0980ALTG0”, “0980SABM1”, “098TUIMC8”, “097011233”, “039CIA412”, “0909000C6”, “0909036C4”, “081100737”, “081102220”, “097060ZX8”, “097A00J10”, “097A00YO3”, “097KABY99”, “097KABZA5”, “097NMAN03”), Collateral Type is “GF” and Flow Ind is “P”"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Derivative Collateral Substitution Capacity,RT-6G-SDC-19,6G,nyqd_lmfr_ate,,,Derivative Collateral Substitution Capacity,318; 328,HQLA Collateral Eligibility; COLLATERAL SUBSTITUTION BRM,,"Collateral Substitution BRM Feed where Consent Required is “N”, Posted Received Ind is “P” and Rehypothecable Indicator is “Y”, then look up at Pprimary Account level to the HQLA Collateral Eligibility Feed where Direction is ""P"""
6G - Product,6G - Supplemental -  Derivatives & Collateral - Derivative Collateral Substitution Risk,RT-6G-SDC-18,6G,nyqd_lmfr_ate,,,Derivative Collateral Substitution Risk,318; 328,HQLA Collateral Eligibility; COLLATERAL SUBSTITUTION BRM,,"Collateral Substitution BRM Feed, where Consent Required is “N”, Posted Received Ind is “R” and Rehypothecable Indicator is “Y”, then look up at Primary Account level to the HQLA Collateral Eligibility Feed where Direction is ""R"""
6G - Product,6G - Supplemental -  Derivatives & Collateral - Derivative Settlement Payments Delivered,RT-6G-SDC-3,6G,nyqd_lmfr_ate,,,Derivative Settlement Payments Delivered,333,Collateral LD,,"[Manual Product]
Collateral LD Feed, where Collateral type is ""VM"" and Flow Ind is ""P"""
6G - Product,6G - Supplemental -  Derivatives & Collateral - Derivative Settlement Payments Received,RT-6G-SDC-4,6G,nyqd_lmfr_ate,,,Derivative Settlement Payments Received,333,Collateral LD,,"[Manual Product]
Collateral LD Feed, where Collateral type is ""VM"" and Flow Ind is ""R"""
6G - Product,6G - Supplemental -  Derivatives & Collateral - Gross Derivative Asset Values,RT-6G-SDC-1,6G,nyqd_lmfr_ate,,,Gross Derivative Asset Values,227; 339,Listed Derivative Exposure; Renovated OTC Derivatives Exposure,,"Renovated OTC Derivative Exposure Feed, where ACCOUNT_TYPE_NAME not “3-OTC CC - CLIENT Account” and COUNTERPARTY_ID not like UL%
Listed Derivative Exposure Feed, where GL Account like 1%
[Values are Post Counterparty Netting & Pre VM Netting]"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Gross Derivative Liability Values,RT-6G-SDC-2,6G,nyqd_lmfr_ate,,,Gross Derivative Liability Values,227; 339,Listed Derivative Exposure; Renovated OTC Derivatives Exposure,,"Renovated OTC Derivative Exposure Feed, where ACCOUNT_TYPE_NAME not “3-OTC CC - CLIENT Account” and COUNTERPARTY_ID not like UL%
Listed Derivative Exposure Feed, where GL Account like 2%
[Values are Post Counterparty Netting & Pre VM Netting]"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Initial Margin Posted - Customer,RT-6G-SDC-6,6G,nyqd_lmfr_ate,,,Initial Margin Posted - Customer,25; 333,Derivatives Collateral; Collateral LD,,"S.DC.6.2 and S.DC.6.3
Derivatives Collateral Feed, where Counterparty Account Business Definition like (%DERIVATIVES%CUSTOMER CLEAR SWAPS CLASSIFICATION%, or %DERIVATIVES%CUSTOMER%SWAPS%HOUSE%CLASSIFICATION% or %OTC CLEARED - CLIENT%)

S.DC.6.4 and S.DC.6.5
Derivatives Collateral Feed, where Counterparty Account Business Definition like %OTC CLEARED - CLIENT%
S.DC.6.*
And Counterparty Account General Usage like “Banking/Clearing/Exchange”, Flow Ind is “P”, P I Flag is “P” and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

S.DC.6.2.3, S.DC.6.3.3, S.DC.6.4.3, S.DC.6.5.3
Derivatives Collateral Feed, where (EGTS Division = “Swaps Cleared” or Cost Centre Level 6 = “OTC CLIENT CLEARING”), Counterparty Account General Usage like “%Customer%” and Flow Ind is “P”, P I Flag is “P

S.DC.6.3.5 and S.DC.6.4.5
Collateral LD Feed, where Collateral type is ""IM"" and Flow Ind is ""P"""
6G - Product,6G - Supplemental -  Derivatives & Collateral - Initial Margin Posted - House,RT-6G-SDC-5,6G,nyqd_lmfr_ate,,,Initial Margin Posted - House,25; 81; 149; 150,Derivatives Collateral; Equity Swap Bridge Collateral; Equity Swap Bridge Collateral naa; Libra Exchange Collateral,6G - Order of Allocation - House IM Posted,"Where OOFA Use is “House IM Posted” (App C-III)

Derivatives Collateral Feed, where Counterparty Account Business Definition not like (%OTC CLEARED - FIRM%, %OTC CLEARED - CLIENT%, %VARIATION MARGIN%, %INITIAL MARGIN%, %GUARANTEED FUNDS%), Counterparty Account General Usage not like “Banking/Clearing/Exchange”, Flow Ind is “P”, P I Flag is “P”, EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”) and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

Libra Exchange Collateral Feed, where Counterparty Account Business Definition not like (%OTC CLEARED - CLIENT%, %LISTED DERIVATIVES - CLIENT CLASSIFICATION%), Counterparty Account Business Definition like %INITIAL MARGIN%, Counterparty Account General Usage in (“Banking/Clearing/Exchange”, “Broker/Dealer”), TAPS Trading Account not like 07%, TAPS Trading Account not in (“0980ALTG0”, “0980SABM1”, “098TUIMC8”, “097011233”, “039CIA412”, “0909000C6”, “0909036C4”, “081100737”, “081102220”, “097060ZX8”, “097A00J10”, “097A00YO3”, “097KABY99”, “097KABZA5”, “097NMAN03”), Collateral Type is “IM” and Flow Ind is “P” and Cost Centre Level 9 not in “EXCHANGES CASH”,”SEC FUNDING TRANS”)

Equity Swap Bridge Collateral Feed, where Margin Type is “IM” and Flow Ind is “P”

Equity Swap Bridge Collateral naa Feed, where Margin Type is “IM”, Collateral TAPS Account not in (“04FA00897”, “04FA01960”, “04FA07611”) and Flow Ind is “P”"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Initial Margin Received,RT-6G-SDC-7,6G,nyqd_lmfr_ate,,,Initial Margin Received,25; 81; 149; 333,Derivatives Collateral; Equity Swap Bridge Collateral; Equity Swap Bridge Collateral naa; Collateral LD,6G - Order of Allocation - House IM Received,"OOFA Source is “House IM Received” (App C-III)
When Use in (“CLIENT_DEPOT”, “UNENC_TREASURY_SEC_POOL”, “UNENC_INVESTMENT_PORTFOLIO”, “UNENC_IP_FHLB”, “UNENC_IP_FRB”, “UNENC_DEFUNDED”, “UNENC_FIRM”, “UNENC_OVERBORROW”, “UNENC_CENTRAL_BANK_PREPOSITIONED”, “UNENC”) and Feed ID is 25, “S.DC.7.1.1”, else when Feed ID not 25, “S.DC.7.1.2”, else when Use not listed above and Feed ID is 25, “S.DC.7.2.1”, else “S.DC.7.2.2”

Derivatives Collateral Feed, where Flow Ind is “R”, P I Flag is “P”, and
S.DC.7.3.1, S.DC.7.4.1, S.DC.7.5.1
Counterparty Account Business Definition not like (%OTC CLEARED - FIRM%, %OTC CLEARED - CLIENT%, %VARIATION MARGIN%, %INITIAL MARGIN%, %GUARANTEED FUNDS%),Counterparty Account General Usage not like “Banking/Clearing/Exchange”, EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”)
S.DC.7.3.2, S.DC.7.4.2, S.DC.7.5.2
Counterparty Account Business Definition like (%OTC CLEARED - CLIENT%), Counterparty Account General Usage is like “Banking/Clearing/Exchange” 
S.DC.7.*
And Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

S.DC.7.3.3, S.DC.7.4.3, S.DC.7.5.3
Derivatives Collateral Feed, where (EGTS Division = “Swaps Cleared” or Cost Centre Level 6 = “OTC CLIENT CLEARING”), Counterparty Account General Usage like “%Customer%”, Flow Ind is “R” and P I Flag is “P”


Equity Swap Bridge Collateral Feed, where Margin Type is “IM” and Flow Ind is “R”
Equity Swap Bridge Collateral naa Feed, where Margin Type is “IM”, Collateral TAPS Account not in (“04FA00897”, “04FA01960”, “04FA07611”) and Flow Ind is “R”

S.DC.7.3.5 and S.DC.7.4.5
Collateral LD Feed, where Collateral type is ""IM"" and Flow Ind is ""R”"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Other CCP Pledges and Contributions,RT-6G-SDC-12,6G,nyqd_lmfr_ate,,,Other CCP Pledges and Contributions,25; 81; 149; 150,Derivatives Collateral; Equity Swap Bridge Collateral; Equity Swap Bridge Collateral naa; Libra Exchange Collateral,,"Libra Exchange Collateral Feed, where Counterparty Account Business Definition not like (%OTC CLEARED - CLIENT%, %LISTED DERIVATIVES - CLIENT CLASSIFICATION%), Counterparty Account Business Definition like %GUARANTEED FUNDS% or like “%INITIAL MARGIN%”, Cost Centre Level 9 in (“Exchanges Cash”, “Sec Funding Trans”), Counterparty Account General Usage in (“Banking/Clearing/Exchange”, “Broker/Dealer”), TAPS Trading Account not like 07%, TAPS Trading Account not in (“0980ALTG0”, “0980SABM1”, “098TUIMC8”, “097011233”, “039CIA412”, “0909000C6”, “0909036C4”, “081100737”, “081102220”, “097060ZX8”, “097A00J10”, “097A00YO3”, “097KABY99”, “097KABZA5”, “097NMAN03”), Collateral Type in (‘GF”,“IM”) and Flow Ind is “P”"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Other Collateral Substitution Capacity,RT-6G-SDC-21,6G,nyqd_lmfr_ate,,,Other Collateral Substitution Capacity,148,Collateral Substitution - Capacity ,,"Spare Capacity Feed, where Has Schedule is “true”"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Other Collateral Substitution Risk,RT-6G-SDC-20,6G,nyqd_lmfr_ate,,,Other Collateral Substitution Risk,79,Repos - BRM,,"This is a two stage process
1)	Identify Trade IDs from Repos - BRM Feed, where Legal Entity is “1633”, Flow Direction is “B”, Tri Party Indicator is “TriParty” and Counterparty ID is not “BBB00319701”
2)	Repos - BRM Feed, where Trade IDs as per (1), Tri Party Indicator is “Y”, Trade Date <= Business Date and Forward Ind in (“Y”, “N”)"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Required Collateral Deliverables,RT-6G-SDC-16,6G,nyqd_lmfr_ate,,,Required Collateral Deliverables,91,EGTS Sleeper Collateral Cusip,,"EGTS Sleeper Collateral CUSIP Feed, where Balance Type like UNDR%"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Sleeper Collateral Deliverables,RT-6G-SDC-15,6G,nyqd_lmfr_ate,,,Sleeper Collateral Deliverables,91,EGTS Sleeper Collateral Cusip,,"EGTS Sleeper Collateral CUSIP Feed, where Balance Type not like UNDR%"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Variation Margin Posted - Customer,RT-6G-SDC-9,6G,nyqd_lmfr_ate,,,Variation Margin Posted - Customer,25; 81; 149; 150; 226,Derivatives Collateral; Equity Swap Bridge Collateral; Equity Swap Bridge Collateral naa; Libra Exchange Collateral; OTC Derivatives Exposure,,"Derivatives Collateral Feed, where Counterparty Account Business Definition like (%OTC CLEARED - CLIENT%), Counterparty Account General Usage like “Banking/Clearing/Exchange”, Flow Ind is “P”, P I Flag is “P”, EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”) and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

S.DC.9.2.3, S.DC.9.3.3, S.DC.9.4.3, S.DC.9.5.3
Derivatives Collateral Feed, where (EGTS Division = “Swaps Cleared” or Cost Centre Level 6 = “OTC CLIENT CLEARING”), Counterparty Account General Usage like “%Customer%”, Flow Ind is “P” and P I Flag is “P”"
6G - Product,6G - Supplemental -  Derivatives & Collateral - Variation Margin Posted - House,RT-6G-SDC-8,6G,nyqd_lmfr_ate,,,Variation Margin Posted - House,25; 81; 149; 150,Derivatives Collateral; Equity Swap Bridge Collateral; Equity Swap Bridge Collateral naa; Libra Exchange Collateral,6G - Order of Allocation - House VM Posted; 6G - Order of Allocation - House VM Posted Excess,"OOFA Use in (“House VM Posted”, “House VM Posted Excess”) (App C-III)

Derivatives Collateral Feed, where Counterparty Account Business Definition not like (%OTC CLEARED - FIRM%, %OTC CLEARED - CLIENT%, %VARIATION MARGIN%, %INITIAL MARGIN%, %GUARANTEED FUNDS%), Counterparty Account General Usage not like “Banking/Clearing/Exchange”, Flow Ind is “P”, P I Flag is “P”, EGTS Division in (“Swaps”, “FX”, “Commodities”, “Equity Derivatives”, “Securitized Products Group”) and Counterparty Account not in (“027AAZBF4”, “027SBDOU6”, “027X000B3”, “027X000U1”, “027AAZBE7”, “027X000A5”, “027X000V9”, “027XAABK8”)

Libra Exchange Collateral Feed, where Counterparty Account Business Definition like %OTC CLEARED - FIRM%, Counterparty Account General Usage is “Banking/Clearing/Exchange”, Collateral Type is “VM”, TAPS Trading Account not in (“0980ALTG0”, “0980SABM1”, “098TUIMC8”, “097011233”, “039CIA412”, “0909000C6”, “0909036C4”, “081100737”, “081102220”, “097060ZX8”, “097A00J10”, “097A00YO3”, “097KABY99”, “097KABZA5”, “097NMAN03”) and Flow Ind is “P”

Equity Swap Bridge Collateral Feed, where Margin Type is “VM”, and Flow Ind is “P”

Equity Swap Bridge Collateral naa Feed, where Margin Type is “VM”, Collateral TAPS Account not in (“04FA00897”, “04FA01960”, “04FA07611”) and Flow Ind is “P”"
